,Text,Emotions
620,"And the man of the match ⚽️ is 🇲🇦Morocco’s barber. Those fades are sharp af ...
#CROMAR
#WorldCup2022","['admiration', 'approval']"
621,"Congratulations CROATIA 🥉
#WorldCup2022","['gratitude', 'joy']"
622,"THANK YOU FOR THE MEMORIES!

THANK YOU FOR REPRESENTING AFRICA DESERVEDLY AND 'PROUDLY'!

THANK YOU FOR MAKING AFRICANS DREAM FOR THE BEST!
شكرا يا مغرب
THE SKY IS THE LIMIT!

#المغرب
#Morocco
#ProudAfrican
#Africa
#MoroccovsCroatia
#WorldCup2022 
#المغرب_كرواتيا

@FuadMustefaAli https://t.co/Flp3gMPheY","['gratitude', 'pride']"
623,@GIMS at #WorldCup2022 final #THEMISTOCLE for #DRCongo https://t.co/GMBJSAdinV,"['confusion', 'realization']"
624,who do you think will win the world cup tomorrow? ⚽️🏆 #WorldCup2022,['curiosity']
625,"Player on.  24 hours to go. Vamos Argentina! 

#Messi  #WorldCup2022 https://t.co/1feTGMqEAH",['confusion']
626,"There was no penalty on Gvardiol. If anything, he should have been booked for diving. 

#CROMAR #CROBRA #Croatia #cro #WorldCup #WorldCup2022 #FIFAWorldCup #FIFAWorldCupQatar2022 #QatarWorldCup https://t.co/c8Fvjonrss",['confusion']
627,"Out of 6 World Cup appearances, Croatia have finished 3 times in the top 3 ⚡

Never ever rule them out ♨️💯

#HRV #Croatia #WorldCup2022 https://t.co/LsyzY1OwUa","['approval', 'realization']"
628,"#WorldCup2022 #qatar2022 #ArgentinaVsFrance
Saudi arabia 😬
Poland 😀
Mexico 😀
Australia 😀
Netherland 😀
Croatia 😀
Next France Final Match
Step by step (mostaza dixit)
LM 🇦🇷🤙🔆🔆😀
#LionelMessi𓃵 
#Scaloneta","['amusement', 'approval']"
629,"Very smart children and they sing for soil with lot of cheerfulness. And the school is in a very nice landscape, just like Coimbatore center of @ishafoundation 
#ScoreForSoil #SavSoil 
@SadhguruJV @cpsavesoil 
#ConsciousPlanet #WorldCup 
#WorldCup2022 
https://t.co/f35xIWqA7Q https://t.co/tNlb450LNc",['admiration']
630,Thank U #AtlasLions a more than wonderful journey and a 4 place that puts #Morocco among the greats 🇲🇦 Thank U to everyone who contributed to this achievement and God willing this generation will continue to draw a smile on the lips of Moroccans #TeamMorocco #WorldCup2022 https://t.co/nthFkyvRJ3,['gratitude']
631,My mom has this annual Christmas gathering for the grandkids to decorate her tree and as soon as I walked in one of my nephews goes “Tiff! Have you heard Jungkook’s World Cup song! It’s so good!” Aunt win folks. #jungkook #WorldCup2022,"['curiosity', 'excitement', 'joy']"
632,I think it’s time to just give the World Cup to #messi . I think we are all ok with it . #WorldCup2022 #Argentina,"['approval', 'relief']"
633,Heart says Argentina. Mind says France. What about you? #FIFAWorldCup #WorldCup2022 #WorldCupFinal,"['curiosity', 'excitement', 'love']"
634,"The Big One!!! 

Argentina v France live @10.00 Sunday morning . Make sure you get here early to grab your spot . We open at 9.30am 

#kirwansonthewharf #thewharfdc #worldcup2022 #worldcup #argentina🇦🇷 #france🇫🇷 https://t.co/TFzRA2lnpU","['caring', 'excitement']"
635,World cup ends Tomorrow🥺😭 #WorldCup #WorldCup2022 https://t.co/64EOpEwiQ8,['confusion']
636,"Morocco secured fourth position at the world cup ,the highest position ever by any African Team in world cup history.
#MoroccovsCroatia #CroatiaVSMorocco #المغرب_كرواتيا #كأس_العالم_قطر_2022 #WorldCup #مونديال_قطر_2022 #FIFA #Qatar2022 #WorldCup2022 #Qatar2022 #FIFAWorldCup https://t.co/qo0lEUHN6b","['excitement', 'pride']"
637,#freetip rolls onto the final selection #NFL #INDvsMIN anyone on❓if so your in with a chance to win a free £5 bet on the correct score #WorldCup2022 final courtesy of @BetsRobin To enter reply to this post with your slip 👊🏼 #GamblingTwitter #SportsGambling #bettingsports https://t.co/HdtBN3papw https://t.co/iOoqKJq1U0,"['approval', 'excitement', 'optimism']"
638,"37-year-old Luka Modric led Croatia to a third place finish at the World Cup playing 656 out of a possible 690 minutes.

Croatia has three top-3 finishes since making their World Cup debut in 1998.

#FIFAWorldCup #HRV #MAR #HRVMAR #Qatar2022 #BrilaFM #BrilaWorldCup #WorldCup2022 https://t.co/uxrG8y6nCK","['excitement', 'pride']"
639,"In 1998, the Last time Croatia played a 3rd place playoff, the game ended 2-1 with all goals scored in the first-half. 

Prosinecki - 13’ 🇭🇷
Zenden- 21’ 🇳🇱 
Suker- 36’ 🇭🇷 

🇳🇱 Netherlands 1-2 Croatia 🇭🇷 

#FIFAWorldCup2022 #WorldCup #WorldCup2022 #FIFAWorldCupQatar2022 https://t.co/ysbyS6SaTa","['excitement', 'joy', 'pride']"
640,"The last dance of Messi  with @afa in @FIFAWorldCup 🥺

#Messi #WorldCup #WorldCup2022 #CROMAR #Mbappe #Argentina #france https://t.co/5NaTGNltln",['confusion']
641,"FULL-TIME 🥉 

🇭🇷Croatia 2-1 Morocco🇲🇦 

⚽️ Josko Gvardiol 7’🇭🇷 
⚽️ Achraf Dari 9’🇲🇦 
⚽️ Mislav Orsic 42’🇭🇷 

Croatia finish on the podium for a second consecutive #FIFAWorldCup tournament.

#HRV #MAR #HRVMAR #Qatar2022 #BrilaFM #WorldCup #QatarWorldCup2022 #WorldCup2022 #CROMAR https://t.co/zSsA7cDUY6",['approval']
642,"#CroatiaVSMorocco 
Good game 
#WorldCup2022 #WorldcupQatar2022 #FIFAWorldCup #FIFAWorldCupQatar2022",['admiration']
643,#football is so #homoerotic...  Agree?  #WorldCup #WorldCup2022 https://t.co/wSFsinZkkM,"['confusion', 'curiosity']"
644,"@SuperExet @Raaj387 
@rsriyaaad 
@rakibgamingytt 
Winner : Argentina
Argentina 2- 1 France 
#WorldCup2022 #FIFAWorldCup","['admiration', 'approval', 'excitement', 'pride']"
645,"The final is tomorrow! Today Croatia took on Morocco for third place and won. Tomorrow we will find out if Messi or Mbappe will win. Hope you all have time to read my blog. Thank you! #WorldCup2022 #blog #CROMAR 

https://t.co/cSgUEPnrT5","['gratitude', 'optimism']"
646,"#Divination
#WorldCup2022 
#ArgentinaVsFrance 
What interesting is that the plates of Gates and Stars are not rotating,so i don't think both team will goal so many.I really like Messi but I'm afraid France will win https://t.co/tlW3G4LI2C guess is 0-1 or 1-2 https://t.co/lYCRMGyc36","['fear', 'nervousness']"
647,"""Esh lam"" has been defeated

#WorldCup #WorldCup2022 #football 

#Croatia #Morroco https://t.co/u217Rginha",['confusion']
648,Are you feeling the World Cup Spirit?! #worldcup2022 https://t.co/jiMjbE1tbk,['curiosity']
649,"@FriendsofAlAqsa What a shame for I am upset for #Morocco today🇲🇦👏🇵🇸 🫡

A great consolation Croatia though.  

#CroatiaVSMorocco #greatjobguys #WorldCup2022","['disappointment', 'sadness']"
650,"My wife sends me a beautiful Christmas photo of our living room. She didn’t realize the she included my best friend with my fave ball player @AlphonsoDavies #teamcanada #WorldCup2022 
📸 @PTChlista https://t.co/08JST7Mm0I","['joy', 'love', 'realization']"
651,Lionel Messi deserves his Argentina World Cup 🇦🇷🥰 #GOAT𓃵 #messifans #ArgentinaVsFrance #WorldCup #WorldCup2022 https://t.co/IW5n2uWmHz,"['approval', 'desire']"
652,"It was a pleasure watching you play &lt;3 
Hats off 
#WorldCup2022 https://t.co/niQ6hTg8PG",['joy']
653,"1 ticket for the World Cup final available willing to negotiate prices as I can’t make it dm me

#WorldCup2022 #ArgentinaVsFrance","['approval', 'desire']"
654,"#Croatia takes Bronze
#WorldCup2022 https://t.co/O8eGZieRwt",['confusion']
655,"First edition football collection minting now.

#NFT #NFTCommunity #CNFT #CNFTCommunity #Cardano #ADA #CardanoADA #CardanoNFT #FIFAWorldCup  #FIFA23 #FIFA #FIFAWorldCupQatar2022 #FIFAWorldCup2022 #FIFAワールドカップ  #WorldCup #WorldcupQatar2022 #WorldCup2022 https://t.co/3h2VCTGRxn","['admiration', 'excitement']"
656,Who will win final ? #WorldCup2022 #WorldCup #final #ArgentinaVsFrance #Argentina #france #Messi𓃵 #messifans,"['confusion', 'curiosity']"
657,the biggest small country ❤ #Croatia #WorldCup2022,['love']
658,Soccer Attacks 2022 #worldcup2022 https://t.co/e7u5jmPdRi via @YouTube,['annoyance']
659,"France 🇫🇷 all the way.
#WorldCup2022",['relief']
660,"#RememberTheName - Thank You  Luka Modric 

#FIFAWorldCup 
#WorldCup2022 
#Qatar2022 https://t.co/N3JRnsYLP2",['gratitude']
661,Soccer Attacks 2022 #worldcup2022 https://t.co/LpPXVn1aMZ via @YouTube,"['anger', 'annoyance']"
662,"Croatia held on to its 2-1 lead in a tense, scoreless second half, defeating Morocco 2-1 to claim a third-place finish at the 2022 World Cup. #WorldCup #WorldCup2022 
Read Thai Newsroom Report
https://t.co/FcYYC1inKp","['approval', 'disappointment', 'excitement', 'pride']"
663,"No matter the result, we are very proud of you  Morocco 🇲🇦. #WorldCup2022",['pride']
664,Soccer Attacks 2022 #worldcup2022 https://t.co/4K4BLW4ecG via @YouTube,"['anger', 'annoyance']"
665,"My favorite part ♥️
Can't stop listening to it 💃🏻💃🏻💃🏻🎧
 #ويجز
#Wegz #WorldCup2022 #WorldCup #WorldcupQatar2022 #كأس_العالم_قطر_2022 https://t.co/OSUeArxBkv","['joy', 'love']"
666,Croatia. Two podium finishes in a row. Incredible for a country with roughly 1/5th of Delhi's pop &amp; 1/10th of Morocco's. Their success underlines the power of teamwork &amp; the value of never giving up. There are life's lessons in every game they play #Croatia #WorldCup2022,['admiration']
667,"Congrats Croatia
#WorldCup2022",['gratitude']
668,"https://t.co/cWuX2z4FFf

Best song for #WorldCup2022 I can't stop listening!",['admiration']
669,"@Croatia_hr Outstanding performance! 🔥❤️🇭🇷
#Vatreni #Croatia #CROMAR #WorldCup2022 #WorldCup #soccer https://t.co/ftEiYmcjyL",['admiration']
670,"1st #Argentina🏆
2nd #France🥈
3rd #Croatia 🥉
4th #Morocco 4️⃣
#WorldCup2022 #Qatar2022 #QatarWorldCup2022","['approval', 'realization']"
671,"Congratulations Morocco 🇲🇦 

Great play during the #WorldCup #WorldCup2022 #FIFAWorldCup","['admiration', 'gratitude']"
672,"Croatia defeated Morocco 2-1 in the third-place match
#WorldCup2022 #Qatar2022 #QatarWorldCup #FIFAWorldCup https://t.co/koztIC5pHx",['approval']
673,"#LM10 belongs to Lukita, the 37 year old magician. #Bronze
#croatia #CROMAR #WorldCup2022
#HalaMadrid","['approval', 'pride', 'realization']"
674,"Croatia Beat Morocco 2-1 To Clinch The Third Place Of World Cup 2022 

https://t.co/T7dBjhV2nA 

#Croatia #Morocco #MoroccovsCroatia #CroatiaVSMorocco #WorldCup #WorldCup2022 #QatarWorldCup #Qatar2022 #FIFAWorldCup #FIFAWorldCupQatar2022","['confusion', 'realization']"
675,"Lionel Messi's Argentina will take on defending Champions - France in the final later today, Sunday, December 18 at 4pm.

Can you predict the scoreline?

Who wins the top-scorer award?

Catch all the action on NTA Sports 24 CH. 270.

#WorldCup2022  #Qatar2022 #WorldCupFinal https://t.co/VuV6IuXP3a","['confusion', 'curiosity']"
676,"#PHOTO | Croatia takes the 3rd spot in the #FIFAWorldCup 2022! 

Image credit: @FIFAWorldCup 

#Croatia #CroatiaVSMorocco #WorldCup2022 https://t.co/FTOcCqlyBG","['gratitude', 'pride', 'relief']"
677,"So proud of youuu Guys ❤️💚 You made us Dream big and believe in our dreams , and i know you would have achieved much more without the many injuries we had !! I LOVE YOU AND I WILL ALWAYS BELIEVE IN YOU ✨️ DIMA MAGHRIB ALWAYS AND FOREVER 🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦
#WorldCup2022 https://t.co/FNEsibdDwB","['love', 'pride']"
678,"Congrats Croatia (3rd place).

#WorldCup2022",['gratitude']
679,"@visitoman_vo #HalfTimeForOman one last hope i guess for this final game. All through the #WorldCup2022  i have dreamed about Oman and learning about the culture, the people and it's history. Oman is so fascinating and unspoilt and a secret that will soo be a number one holiday destination.","['admiration', 'desire', 'optimism']"
680,"MSM focuses on how #israeli media was treated during #WorldCup2022 , 
Crickets on how much support ALL fans Gave to the #Palestinian cause, MSM &amp; Israel wants the world to think that supporting the #Palestinians is a dying cause https://t.co/HYIp4asr8X","['approval', 'caring', 'desire']"
681,"Croatia 3️⃣rd
Morocco 4️⃣th
#WorldCup2022 #WorldCup #FIFAWorldCup https://t.co/G1o6OmNSC6",['confusion']
682,I don't know about you but that World Cup trophy MUST return to this Continent. It has been in the Eurozone for too long. #CROMAR #Qatar2022 #Argentina #Messi #WorldCup2022 #WorldCupfinal https://t.co/9ZLcVetWpO,"['confusion', 'disapproval']"
683,"😢

They may not have won but they sure made a mark on #WorldCup2022! Heads held high #Morocco!! https://t.co/B6sh6sTuC2",['sadness']
684,"Silver medal in 2018
Bronze medal in 2022
Croatians are consistent

I look forward to Nigerian super eagles improving not declining as we are currently experiencing.🙏
#naija
#WorldCup2022","['approval', 'optimism', 'pride']"
685,"I'm so happy that Croatia has beaten Marroco!!! Let's goooooo!!! 🇭🇷 

#WorldCup #WorldCup2022 https://t.co/PbzabUgmm2","['excitement', 'joy']"
686,True Messi fans will be crying no matter the result tomorrow #WorldCup2022 #letsbereal,"['approval', 'sadness']"
687,"Let’s appreciate the adventure folks. 
Everything else is details!
Wonderful journey our @EnMaroc 🇲🇦 in #WorldCup2022 , and congratulations to #Croatia it’s third place. 

Next chapter …","['admiration', 'excitement', 'gratitude']"
688,"Reminder... 🙄🙄
Tomorrow is the night
#WorldCupFinal 
#ArgentinaVsFrance 
#WorldCup2022 
#LeoMessi https://t.co/tN3tCnbIPO","['excitement', 'realization']"
689,"Thank you ♥️🇲🇦
#Qatar2022    #WorldCup2022 https://t.co/qpoqsLh3Je",['gratitude']
690,Morocco 🇲🇦 maybe lost bronze medal match but they won our hearts #WorldCup2022 #MoroccovsCroatia,"['joy', 'love', 'pride']"
691,"Made this tournament the BEST and most memorable one for every Muslim! 🇲🇦♥️
#Morocco #MAR #DimaMaghrib #CROMAR #Qatar2022 #QatarWorldCup #QatarWorldCup2022 #FIFA #FIFAWorldCup #FIFAWorldCupQatar2022 #WorldCup #WorldCup2022 https://t.co/5WJTixxGYl",['admiration']
692,"Congratulations Croatia 🇭🇷
Proud of you Morocco
🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦👏👏👏👏👏🫶🫶🫶🫶🫶
#WorldCup2022 
#المغرب_كرواتيا","['excitement', 'pride']"
693,Thanks for the Amuse-Bouche.  It was delectable.  @jenniferhedger #WorldCup2022 #MoroccovsCroatia,['gratitude']
694,"I just remembered I made this the other day, I don’t remember why. But yeah, the finals are tomorrow. Who are you supporting?
P.S. I’m not saying these characters would go to these countries, I just found them fitting because of their colors.

#smg4 #WorldCup2022 #smg4fanart https://t.co/qAGfl497Zf","['confusion', 'curiosity', 'realization']"
695,"Messi this. Mbappe that. Griezmann has been the best player for France and the best player in the whole tournament, but doesn’t get a mention and probably won’t get the MOTM award tomorrow unless he scores a hat trick #WorldCup2022",['admiration']
696,"Lionel Messi becoming an overnight success

#messi #WorldCup  #WorldCup2022 #WorldcupQatar2022 https://t.co/TG4EXRgQMM",['pride']
697,"Back to 2018

#WorldCup2022 https://t.co/ETwhqscMuR","['approval', 'relief']"
698,#worldcup2022  Bonne chance et buena suerte to my many French and Argentin friends and colleagues on tomorrow’s match!,['excitement']
699,Freestylin’ #ScoreForSoil part II.  #SadhguruJV #FIFAWorldCup #WorldCup2022 #ConsciousPlanet #SaveSoil @SadhguruSchool @SadhguruJV @cpsavesoil https://t.co/NZip1XBTNX,['sadness']
700,"Congratulations Croatia! 🇭🇷
#WorldCup2022","['excitement', 'gratitude', 'joy']"
701,Who do you think was the top #Morocco player at this #WorldCup2022 ? Quote tweet your answer. And we will send some of you treats tomorrow as well. (Only in Hulhumale),['curiosity']
702,"FULL-TIME: #Croatia finish third in the World Cup after victory over #Morocco in the play-off! 🥉👏 🇭🇷

#WorldCup2022
#QatarWorldCup2022
#BongobongoUG https://t.co/T6Fhwx9Yyb","['excitement', 'pride']"
703,"Ballon d'Or
Five Champions League titles with Real Madrid 
Greatest midfielder 
Now he has led Croatia to the semi-finals of World Cup 2022 at the age of 37

 #lukamodric 
Icon and Legend from #Croatia  
❤️
#WorldCup 
#WorldCup2022 https://t.co/lShEFkANPO","['admiration', 'excitement', 'pride']"
704,"🚨Set your Reminder!!

For @FrapapaOfficial's  last #PuntersSpaces of the year which will be holding on Monday 19th of Dec, 7.05pm

You will also stand a chance to win a share of ₦100K and many more exciting prizes as we talk #WorldCup2022 Final.

Do not miss out‼️ https://t.co/4XjL8pOb2m","['approval', 'caring', 'excitement', 'optimism']"
705,"🔥 I'm a proud Moroccan today! I don't care about the result, they made everyone proud 💪 #CROMOR #CROMAR #CroatiaVSMorocco #WorldCup2022  Watch here: 👉👇 https://t.co/oYpa93Hm2G https://t.co/Usa2m9ziIo","['excitement', 'pride']"
706,"Croatia has only 4 million people and it got second in 1998, third in 2018 and 2022, how is that possible? #WorldCup2022 https://t.co/SNqM9gDhlo","['confusion', 'curiosity']"
